id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications	featureId
66_palsa_ms2_spectra_MW_836.53128RT_52.778	C47H72N4O9	[M - H]-	C47H72N4O9	Polyketides	0.7736219763755798	Oligopeptides	0.864777147769928	Depsipeptides	0.9037451148033142	Cyclic depsipeptides	0.952088475227356	Cyclic depsipeptides	0.952088475227356	Depsipeptides	0.9215260148048401	Peptidomimetics	0.8418021202087402	Organic acids and derivatives	0.9999775886535645	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Macrolactams; Macrolides and analogues; Lactams; Pyrrolidines; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Macrolide lactams; Depsipeptides; Cyclic depsipeptides; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	MW_836.53128@RT_52.778
67_palsa_ms2_spectra_MW_578.27677RT_46.580	C31H38N4O7	[M - H]-	C31H38N4O7	Alkaloids	0.6097916960716248	Tyrosine alkaloids	0.5989068746566772	Isoquinoline alkaloids	0.5594542622566223	Lignans, neolignans and related compounds	0.5132585167884827							Lignans, neolignans and related compounds	0.5132585167884827	Organic compounds; Organoheterocyclic compounds; Imines; Alkyl aryl ethers; Phenols; Anisoles; Ethers; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Lignans, neolignans and related compounds; Phenol ethers; Benzenoids; Aralkylamines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	MW_578.27677@RT_46.580
68_palsa_ms2_spectra_MW_500.24735RT_31.118	C22H36N4O9	[M - H]-	C22H36N4O9	Polyketides	0.25015005469322205	Polyols	0.08886182308197021	Cyclic peptides	0.3417520821094513	Fatty Acyls	0.5104961395263672					Fatty Acyls	0.5104961395263672	Lipids and lipid-like molecules	0.47061610221862793	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxamic acids; Carboxylic acid amides; Carboxylic acid derivatives; Secondary alcohols; Primary carboxylic acid amides; Secondary carboxylic acid amides; Tertiary alcohols; Carbonyl compounds; Polyols; Acetohydroxamic acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	MW_500.24735@RT_31.118
69_palsa_ms2_spectra_MW_494.23693RT_32.742	C23H34N4O8	[M - H]-	C23H34N4O8	Alkaloids	0.5079535245895386	Ornithine alkaloids	0.16349469125270844	Cyclic peptides	0.24056877195835114	Carbamate esters	0.5787016749382019	Amino acids and derivatives	0.7785670757293701	Amino acids, peptides, and analogues	0.8005411624908447	Carboxylic acids and derivatives	0.992031455039978	Organic acids and derivatives	0.9994783997535706	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Carbamic acids and derivatives; Organooxygen compounds; Amino acids and derivatives; Hydroxamic acids; Carboxylic acid amides; Carboxylic acid derivatives; Carbamate esters; Primary carboxylic acid amides; Secondary carboxylic acid amides; Tertiary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	MW_494.23693@RT_32.742
70_palsa_ms2_spectra_MW_982.59045RT_56.096	C40H82N14O12S	[M - H]-	C40H82N14O12S	Amino acids and Peptides	0.9343438148498535	Oligopeptides	0.701230525970459	Cyclic peptides	0.6867763996124268	Oligopeptides	0.5707359313964844	Peptides	0.9899307489395142	Amino acids, peptides, and analogues	0.9999449253082275	Carboxylic acids and derivatives	0.9998618364334106	Organic acids and derivatives	0.999990701675415	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Phenols; Lactams; Pyrrolidines; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Cyclic peptides; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Amines; Primary amines; Organic disulfides; N-acylpyrrolidines; Carboximidamides; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Phenylalanine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Oligopeptides; Chemical entities	MW_982.59045@RT_56.096
74_palsa_ms2_spectra_MW_758.30143RT_18.600	C29H46N10O12S	[M - H]-	C29H46N10O12S	Amino acids and Peptides	0.8981636762619019	Oligopeptides	0.7229419946670532	Cyclic peptides	0.7332283854484558	Oligopeptides	0.6017914414405823	Peptides	0.9947079420089722	Amino acids, peptides, and analogues	0.9989244341850281	Carboxylic acids and derivatives	0.997767448425293	Organic acids and derivatives	0.9999812841415405	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Cyclic peptides; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Amines; Primary amines; Organic disulfides; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	MW_758.30143@RT_18.600
75_palsa_ms2_spectra_MW_796.31769RT_20.757	C29H44N14O13	[M - H]-	C29H44N14O13	Amino acids and Peptides	0.7498824596405029	Oligopeptides	0.7882182598114014	Cyclic peptides	0.7514210343360901	Oligopeptides	0.5252577662467957	Peptides	0.8945215940475464	Amino acids, peptides, and analogues	0.9736451506614685	Carboxylic acids and derivatives	0.984427273273468	Organic acids and derivatives	0.9978099465370178	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Hydroxamic acids; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary alcohols; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Cyclic peptides; Amines; Primary amines; Acetohydroxamic acids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	MW_796.31769@RT_20.757
77_palsa_ms2_spectra_MW_756.32245RT_26.755	C27H44N14O12	[M - H]-	C27H44N14O12	Amino acids and Peptides	0.8789699673652649	Oligopeptides	0.8144198060035706	Cyclic peptides	0.8039392232894897	Oligopeptides	0.5392743945121765	Peptides	0.9661433100700378	Amino acids, peptides, and analogues	0.9982413053512573	Carboxylic acids and derivatives	0.9982084035873413	Organic acids and derivatives	0.9998610019683838	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Phenols; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Cyclic peptides; Benzene and substituted derivatives; Amines; Primary amines; Acetohydroxamic acids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Oligopeptides; Chemical entities	MW_756.32245@RT_26.755
80_palsa_ms2_spectra_MW_916.43354RT_27.999	C38H64N10O14S	[M - H]-	C38H64N10O14S	Amino acids and Peptides	0.9204301238059998	Oligopeptides	0.8461000919342041	Cyclic peptides	0.8121193051338196	Oligopeptides	0.603687584400177	Peptides	0.996593177318573	Amino acids, peptides, and analogues	0.9997099041938782	Carboxylic acids and derivatives	0.9996602535247803	Organic acids and derivatives	0.9999845027923584	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Phenols; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary alcohols; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Cyclic peptides; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Amines; Primary amines; Organic disulfides; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Oligopeptides; Chemical entities	MW_916.43354@RT_27.999
81_palsa_ms2_spectra_MW_594.15921RT_16.030	C25H26N10O4S2	[M - H]-	C25H26N10O4S2	Amino acids and Peptides	0.6997331380844116	Peptide alkaloids	0.5199528336524963	Indole diketopiperazine alkaloids (L-Trp, L-Ala)	0.7555591464042664	Alpha amino acids and derivatives	0.8670070767402649	Amino acids and derivatives	0.9584855437278748	Amino acids, peptides, and analogues	0.9620039463043213	Carboxylic acids and derivatives	0.9359123706817627	Organic acids and derivatives	0.9981604218482971	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Piperazines; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Indolines; Sulfonyls; Tertiary carboxylic acid amides; Dioxopiperazines; Thiodioxopiperazines; Pyrroloindoles; Carbonyl compounds; Benzene and substituted derivatives; Diazinanes; Benzenoids; Amines; N-alkylpiperazines; N-methylpiperazines; 2,5-dioxopiperazines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	MW_594.15921@RT_16.030
82_palsa_ms2_spectra_MW_866.30845RT_17.147	C45H46N4O14	[M - H]-	C45H46N4O14	Shikimates and Phenylpropanoids	0.5570656657218933	Coumarins	0.7163974642753601	Simple coumarins	0.8003987669944763	Coumarin glycosides	0.9377545118331909			Coumarin glycosides	0.9377545118331909	Coumarins and derivatives	0.9259006381034851	Phenylpropanoids and polyketides	0.9091195464134216	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lactones; Pyrans; Benzopyrans; Alcohols and polyols; Coumarins and derivatives; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Pyranones and derivatives; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Monosaccharides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Coumarin glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzenoids; Pyrrole carboxylic acids and derivatives; 4-hydroxycoumarins; Hydroxycoumarins; 1-benzopyrans; Vinylogous acids; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	MW_866.30845@RT_17.147
83_palsa_ms2_spectra_MW_642.21706RT_17.442	C22H38N6O14S	[M - H]-	C22H38N6O14S	Amino acids and Peptides	0.5458934903144836	Small peptides	0.6025255918502808	Tripeptides	0.6571049094200134	Gamma-glutamyl peptides	0.5909377932548523	Peptides	0.9667075872421265	Amino acids, peptides, and analogues	0.9926329255104065	Carboxylic acids and derivatives	0.9811331629753113	Organic acids and derivatives	0.9974160194396973	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Alpha amino acids; Amines; Primary amines; Gamma-glutamyl peptides; Sulfenyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; Glutamine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	MW_642.21706@RT_17.442
84_palsa_ms2_spectra_MW_1070.38978RT_29.710	C49H66O26	[M - H]-	C49H66O26	Terpenoids	0.7675313353538513	Diterpenoids	0.5240243673324585	Kaurane and Phyllocladane diterpenoids	0.501437783241272	Steviol glycosides	0.8875101804733276	Diterpene glycosides	0.8124194145202637	Terpene glycosides	0.8775878548622131	Prenol lipids	0.9127663969993591	Lipids and lipid-like molecules	0.9172027707099915	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Oligosaccharides; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Diterpenoids; Acetals; Secondary alcohols; Diterpene glycosides; Steviol glycosides; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Polyols; Kaurane diterpenoids; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	MW_1070.38978@RT_29.710
85_palsa_ms2_spectra_MW_916.43375RT_29.027	C42H56N14O10	[M - H]-	C42H56N14O10	Amino acids and Peptides	0.9478639364242554	Oligopeptides	0.8264728784561157	Tripeptides	0.4873686134815216	Oligopeptides	0.5780375599861145	Peptides	0.9963420033454895	Amino acids, peptides, and analogues	0.9999855756759644	Carboxylic acids and derivatives	0.999927282333374	Organic acids and derivatives	0.999997615814209	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenols; Lactams; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Substituted pyrroles; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Indoles; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Phenylalanine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Oligopeptides; Chemical entities	MW_916.43375@RT_29.027
86_palsa_ms2_spectra_MW_1068.37407RT_33.480	C57H60N6O11S2	[M - H]-	C57H60N6O11S2	Amino acids and Peptides	0.8573166728019714	Oligopeptides	0.7686774730682373	Cyclic peptides	0.8408221006393433	Oligopeptides	0.5804380774497986	Peptides	0.9800704121589661	Amino acids, peptides, and analogues	0.9982838034629822	Carboxylic acids and derivatives	0.9988700747489929	Organic acids and derivatives	0.9999568462371826	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Phenols; Lactams; Phenethylamines; Amphetamines and derivatives; Indoles and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Cyclic peptides; Substituted pyrroles; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Amines; Primary amines; Indoles; Organic disulfides; Aralkylamines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; 3-alkylindoles; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Oligopeptides; Chemical entities	MW_1068.37407@RT_33.480
87_palsa_ms2_spectra_MW_620.42949RT_41.650	C31H60N2O10	[M - H]-	C31H60N2O10	Fatty acids	0.2573128640651703	Macrolides	0.17292727530002594	Erythromycins	0.30210262537002563	Hydroxy bile acids, alcohols and derivatives	0.6636040210723877	Hydroxy bile acids, alcohols and derivatives	0.6636040210723877	Bile acids, alcohols and derivatives	0.5912953019142151	Steroids and steroid derivatives	0.27270492911338806	Lipids and lipid-like molecules	0.8534307479858398	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxy fatty acids; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Bile acids, alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; Polyols; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	MW_620.42949@RT_41.650
88_palsa_ms2_spectra_MW_896.20426RT_22.054	C40H36N10O11S2	[M - H]-	C40H36N10O11S2	Amino acids and Peptides	0.9652708172798157	Oligopeptides	0.8968117237091064	Cyclic peptides	0.9522589445114136	Oligopeptides	0.5905075669288635	Peptides	0.9954213500022888	Amino acids, peptides, and analogues	0.999944806098938	Carboxylic acids and derivatives	0.9999167919158936	Organic acids and derivatives	0.9999990463256836	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Pyrroles; Alcohols and polyols; Phenols; Lactams; Indoles and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Secondary alcohols; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Cyclic peptides; Substituted pyrroles; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Amines; Primary amines; Indoles; Organic disulfides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Oligopeptides; Chemical entities	MW_896.20426@RT_22.054
89_palsa_ms2_spectra_MW_454.24161RT_31.114	C21H34N4O7	[M - H]-	C21H34N4O7	Amino acids and Peptides	0.7332492470741272	Small peptides	0.7305436730384827	Tripeptides	0.6126505732536316	Oligopeptides	0.5083702802658081	Peptides	0.7339333295822144	Amino acids, peptides, and analogues	0.9842908382415771	Carboxylic acids and derivatives	0.9940187931060791	Organic acids and derivatives	0.9998949766159058	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Hydroxamic acids; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Benzenoids; Amines; Fatty Acyls; Acetamides; Organic oxides; Hydrocarbon derivatives; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	MW_454.24161@RT_31.114
90_palsa_ms2_spectra_MW_416.18697RT_38.369	C21H28N4O3S	[M - H]-	C21H28N4O3S	Alkaloids	0.6479384899139404	Lysine alkaloids	0.35327863693237305	Penicillins	0.1743258684873581	Alpha amino acids and derivatives	0.8126146197319031	Amino acids and derivatives	0.8838762640953064	Amino acids, peptides, and analogues	0.8857539296150208	Carboxylic acids and derivatives	0.9274555444717407	Organic acids and derivatives	0.9996925592422485	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Piperidines; Imidazolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organic carbonic acids and derivatives; Azoles; Ureas; Carboxylic acid derivatives; Imidazolidinones; Imidazolidinediones; Thioethers; Carboxylic acid imides; Carbonyl compounds; Ureides; N-acyl ureas; Hydantoins; Benzenoids; Azolidines; Dicarboximides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	MW_416.18697@RT_38.369
91_palsa_ms2_spectra_MW_552.27876RT_25.098	C25H44O13	[M - H]-	C25H44O13	Fatty acids	0.5671953558921814	Monoterpenoids	0.5566844344139099	Glycosylmonoacylglycerols	0.5479235053062439	Disaccharides	0.8093960881233215	Disaccharides	0.8093960881233215	Carbohydrates and carbohydrate conjugates	0.9980531930923462	Organooxygen compounds	0.9999929666519165	Organic oxygen compounds	0.9999614953994751	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Disaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	MW_552.27876@RT_25.098
92_palsa_ms2_spectra_MW_588.43957RT_44.298	C29H60N6O4S	[M - H]-	C29H60N6O4S	Amino acids and Peptides	0.47198837995529175	Small peptides	0.5295482873916626	Tripeptides	0.5729421377182007	Peptides	0.6903718709945679	Peptides	0.6903718709945679	Amino acids, peptides, and analogues	0.9593510627746582	Carboxylic acids and derivatives	0.9696985483169556	Organic acids and derivatives	0.9998511075973511	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Organic carbonic acids and derivatives; Monoalkylamines; Carboxylic acid amides; Ureas; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Thioethers; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Primary amines; Dialkylthioethers; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	MW_588.43957@RT_44.298
93_palsa_ms2_spectra_MW_598.22696RT_18.456	C25H30N10O8	[M - H]-	C25H30N10O8	Alkaloids	0.6785521507263184	Pseudoalkaloids	0.5546930432319641	pteridine alkaloids	0.7894657254219055	N-acyl-alpha amino acids and derivatives	0.6784712076187134	Amino acids and derivatives	0.9631274342536926	Amino acids, peptides, and analogues	0.965221643447876	Carboxylic acids and derivatives	0.9875641465187073	Organic acids and derivatives	0.9998032450675964	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrazines; Pyrimidines and pyrimidine derivatives; Pteridines and derivatives; Pterins and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Quinoxalines; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Aminopyrimidines and derivatives; Diazines; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Primary amines; Tertiary alkylarylamines; Imidolactams; Dialkylarylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Diazanaphthalenes; Benzodiazines; Chemical entities	MW_598.22696@RT_18.456
